soil_moisture,soil_temp,soil_ph,soil_ec,air_temp,humidity,co2_ppm,vpd_kpa,growth_stage,days_since_transplant,irrigation_needed,growth_stage_encoded
37.27,26.39,7.36,4.27,35.16,81.07,1291.8,1.23,fruiting,1,1,3
50.14,20.0,6.55,2.64,24.64,60.17,1294.3,2.02,vegetative,32,1,1
82.61,32.87,6.9,1.99,22.33,53.21,682.3,2.28,seedling,35,0,0
52.68,26.52,7.38,4.04,24.31,66.33,797.4,0.23,vegetative,37,1,1
56.72,31.33,6.15,2.46,26.6,82.22,1335.6,1.42,fruiting,22,1,3
65.19,22.29,6.24,3.43,38.8,46.93,1061.6,1.54,seedling,28,1,0
50.22,18.01,5.73,1.57,24.06,82.72,986.3,2.47,vegetative,33,1,1
57.88,26.98,7.09,3.31,19.64,68.51,794.3,2.2,flowering,48,1,2
91.43,30.72,6.49,4.23,26.86,95.88,914.7,0.46,fruiting,67,0,3
43.28,26.19,6.26,0.57,36.4,43.94,869.1,1.49,flowering,32,1,2
76.45,35.16,7.19,3.29,35.32,66.51,1349.0,0.67,seedling,29,0,0
41.92,34.52,7.65,2.37,17.04,62.11,1264.2,2.27,vegetative,8,1,1
87.03,23.35,6.63,4.37,16.8,76.95,388.9,1.06,fruiting,20,0,3
94.82,27.42,5.96,1.38,24.46,61.23,382.5,1.05,flowering,30,0,2
44.15,29.88,6.45,0.52,36.72,84.05,958.1,0.35,fruiting,58,1,3
80.83,32.04,7.41,2.57,18.79,78.26,1044.6,1.91,vegetative,9,0,1
52.55,23.38,5.48,1.53,31.35,64.69,1229.2,2.16,flowering,62,1,2
40.17,25.37,7.15,1.58,20.46,57.89,589.8,0.69,vegetative,10,1,1
62.96,18.51,5.23,3.28,25.34,86.84,1091.4,2.03,vegetative,38,0,1
64.66,29.28,7.24,1.4,29.28,87.08,855.7,0.84,fruiting,7,1,3
47.2,29.89,7.44,3.61,35.54,50.7,406.1,1.81,vegetative,28,1,1
44.12,25.14,5.79,2.16,38.99,86.99,1056.0,2.17,fruiting,56,1,3
43.07,26.34,7.21,2.25,33.0,45.38,1197.6,2.07,fruiting,38,1,3
36.17,37.97,5.98,3.49,36.78,88.91,1497.2,0.76,seedling,13,1,0
38.46,14.54,6.08,3.63,30.29,57.83,1085.2,0.73,seedling,24,1,0
70.54,32.3,5.12,3.85,31.73,72.11,1049.5,2.19,flowering,25,0,2
34.51,29.32,7.2,3.2,18.74,72.99,983.4,2.2,vegetative,55,1,1
70.2,29.19,6.41,2.27,28.34,89.08,853.4,2.36,flowering,32,0,2
59.56,30.19,7.03,1.99,40.43,49.54,900.4,1.79,fruiting,54,1,3
47.89,17.75,6.91,2.9,19.84,80.19,846.2,1.74,fruiting,14,1,3
33.94,30.45,5.07,1.19,27.25,65.93,1122.8,2.29,flowering,13,1,2
39.99,27.74,5.83,4.19,30.75,73.79,725.9,0.32,seedling,40,1,0
45.0,35.98,6.85,1.49,33.65,74.02,901.9,2.45,fruiting,27,1,3
77.93,20.88,7.41,4.49,15.81,91.15,1047.2,2.44,flowering,20,0,2
52.59,24.45,6.19,3.18,39.08,57.44,962.3,2.02,vegetative,58,1,1
44.91,25.26,5.81,0.9,19.52,48.39,1467.7,1.95,fruiting,40,1,3
30.57,17.73,5.62,3.02,20.93,41.17,1291.9,1.04,vegetative,13,1,1
34.07,19.05,7.43,1.09,24.25,89.29,485.9,0.39,flowering,11,1,2
66.62,33.29,5.41,2.82,28.65,48.21,1048.8,0.83,flowering,17,0,2
58.71,37.62,6.19,3.36,22.61,60.74,528.9,1.0,flowering,40,1,2
73.17,18.78,5.13,1.01,30.19,83.61,1428.5,0.24,flowering,63,0,2
66.37,30.49,6.97,0.97,36.59,47.02,1138.2,1.16,flowering,13,1,2
87.84,33.63,6.53,3.44,28.85,89.57,783.3,2.43,fruiting,32,0,3
48.16,17.16,7.56,1.16,38.07,67.97,787.9,2.28,flowering,38,1,2
93.05,27.71,5.43,2.0,36.54,60.94,404.4,1.48,fruiting,69,0,3
41.38,30.15,5.66,1.37,38.6,54.23,615.9,0.2,fruiting,49,1,3
70.78,32.01,5.46,2.33,24.48,45.35,883.4,2.32,seedling,46,0,0
69.65,36.19,7.36,2.86,15.17,84.03,1143.0,1.62,fruiting,17,0,3
75.77,36.44,6.13,3.33,27.84,78.44,1215.5,0.3,flowering,15,0,2
89.19,26.24,6.5,0.7,15.94,71.42,825.8,2.13,vegetative,9,0,1
51.84,25.18,7.32,4.16,20.11,92.57,1134.7,1.6,vegetative,11,1,1
66.95,29.64,5.63,2.73,38.13,87.6,1412.8,1.04,vegetative,64,1,1
58.02,16.1,5.85,2.17,22.9,58.94,652.5,0.3,flowering,17,1,2
72.47,18.62,5.89,2.98,31.19,68.86,720.5,2.3,vegetative,13,0,1
30.67,31.19,7.12,2.99,41.73,57.78,708.0,0.38,vegetative,1,1,1
35.78,37.8,6.62,4.44,40.35,65.81,538.2,0.58,vegetative,56,1,1
68.69,17.61,7.9,2.29,28.54,54.06,865.2,1.72,fruiting,64,0,3
47.75,18.25,5.88,0.96,40.42,84.7,854.9,2.19,vegetative,47,1,1
56.16,35.23,7.69,4.14,23.47,79.39,626.0,0.64,vegetative,21,1,1
57.95,33.94,5.36,3.44,29.35,56.41,891.4,0.89,flowering,46,1,2
71.1,28.01,6.17,1.92,16.22,52.42,318.2,1.54,seedling,23,0,0
75.48,23.86,6.68,4.27,17.23,54.47,1236.0,0.43,seedling,37,0,0
37.72,37.53,5.64,0.77,31.06,82.12,338.9,1.72,flowering,39,1,2
41.21,27.63,5.89,4.25,37.11,96.06,611.6,2.43,vegetative,34,1,1
33.27,15.27,7.08,2.33,21.12,75.0,603.4,1.53,vegetative,21,1,1
78.44,15.83,7.69,3.68,19.27,42.95,968.8,0.56,fruiting,45,0,3
84.66,19.31,6.14,3.73,37.24,61.92,850.9,0.9,fruiting,6,0,3
74.15,15.84,6.26,2.91,40.3,57.77,599.7,1.7,flowering,4,0,2
66.54,31.15,5.21,2.17,18.14,74.93,1426.2,1.72,seedling,19,0,0
45.05,30.35,7.82,0.69,23.63,64.98,1379.1,2.41,vegetative,36,1,1
56.86,30.22,6.97,0.78,25.67,50.36,488.2,2.1,seedling,45,1,0
44.31,26.44,7.13,0.88,23.58,95.21,614.8,0.92,fruiting,57,1,3
48.57,16.19,5.94,0.67,36.09,62.7,832.7,2.26,fruiting,6,1,3
91.31,19.69,5.32,3.57,28.51,64.72,599.4,1.46,vegetative,6,0,1
51.14,14.94,5.82,0.53,41.42,95.05,774.2,1.88,vegetative,35,1,1
91.54,23.61,7.35,1.56,41.74,41.47,1024.2,1.72,fruiting,23,0,3
34.27,35.29,6.26,2.49,39.76,84.25,456.6,1.5,vegetative,58,1,1
52.14,33.32,5.16,1.14,24.06,44.38,582.0,2.11,fruiting,7,1,3
38.8,19.56,7.61,4.21,26.33,42.89,347.3,1.52,vegetative,59,1,1
67.91,14.27,7.36,1.73,16.09,73.54,777.2,2.44,flowering,59,0,2
64.8,27.59,7.25,1.03,28.86,51.08,411.8,1.14,vegetative,63,0,1
44.58,19.43,7.45,4.22,17.57,65.65,704.9,2.2,seedling,16,1,0
51.58,29.91,7.61,3.54,34.64,67.61,1132.6,1.47,vegetative,21,1,1
82.35,32.24,5.46,1.1,22.24,60.58,790.1,1.76,seedling,30,0,0
55.47,30.73,5.58,3.07,22.02,90.51,1374.8,0.88,vegetative,19,1,1
72.13,35.0,7.37,1.06,29.73,46.02,354.4,1.71,flowering,22,0,2
73.63,20.5,5.24,4.47,19.22,96.34,1472.7,2.03,fruiting,57,0,3
62.96,29.31,7.96,3.57,26.73,65.45,1042.5,1.73,flowering,16,0,2
43.1,36.43,7.07,3.79,30.02,84.43,319.4,2.08,seedling,65,1,0
72.39,32.74,7.37,2.91,28.81,43.48,645.4,0.41,fruiting,67,0,3
51.08,30.24,6.78,2.91,33.43,72.8,814.9,0.83,fruiting,10,1,3
75.0,19.6,6.88,3.49,20.91,43.42,457.2,1.59,fruiting,27,0,3
77.72,22.19,6.44,4.22,23.96,66.52,316.4,0.39,vegetative,20,0,1
61.38,32.66,7.02,3.4,28.3,76.1,1266.6,1.12,fruiting,28,1,3
40.78,14.59,6.09,2.69,37.68,47.27,1260.2,2.18,vegetative,36,1,1
94.44,31.44,7.35,4.48,31.35,57.55,1305.0,1.61,flowering,23,0,2
30.07,20.53,5.65,3.15,32.11,73.83,319.5,1.88,vegetative,14,1,1
38.28,17.03,7.44,4.2,27.44,68.44,681.9,2.26,flowering,43,1,2
30.0,31.09,6.07,1.52,15.35,70.8,1321.4,2.4,flowering,29,1,2
35.53,27.17,6.14,2.93,25.5,53.7,414.0,0.92,seedling,39,1,0
94.18,24.66,6.6,3.99,41.88,73.21,1275.0,0.95,vegetative,66,0,1
73.71,30.37,5.95,1.03,32.07,47.31,994.2,1.79,fruiting,39,0,3
86.74,26.0,7.19,2.98,20.04,41.46,641.4,1.22,flowering,43,0,2
42.76,17.01,7.89,0.93,27.92,73.38,949.6,0.4,seedling,39,1,0
93.41,25.38,5.2,0.69,22.98,93.16,927.9,0.83,vegetative,42,0,1
40.0,37.45,6.63,1.04,39.13,44.25,1389.3,2.49,fruiting,12,1,3
53.31,35.87,5.06,1.76,16.54,83.69,1142.5,0.96,fruiting,49,1,3
73.95,21.37,6.11,2.7,36.33,58.13,995.7,0.99,fruiting,29,0,3
52.05,26.14,5.49,3.13,41.94,65.75,725.7,1.12,seedling,51,1,0
30.01,28.74,6.85,2.33,25.72,65.96,798.0,1.88,seedling,41,1,0
41.73,20.3,6.58,0.94,38.44,56.95,495.0,1.75,seedling,4,1,0
43.57,15.41,6.66,2.88,38.54,72.89,714.6,2.05,flowering,43,1,2
66.78,35.79,6.19,1.69,18.87,48.63,819.3,1.57,seedling,48,0,0
50.74,25.28,6.51,1.3,23.51,85.11,1398.9,1.03,vegetative,1,1,1
51.0,37.71,5.98,2.08,31.29,85.7,863.4,1.17,fruiting,30,1,3
73.7,25.55,7.43,4.3,15.6,96.0,403.4,2.07,vegetative,62,0,1
52.85,28.65,5.07,0.97,18.43,50.79,851.2,1.93,fruiting,59,1,3
42.8,24.59,5.6,1.56,28.6,43.88,561.8,2.35,flowering,57,1,2
30.95,19.94,7.6,1.16,26.21,40.82,874.0,0.25,fruiting,69,1,3
69.28,32.33,6.57,1.41,33.0,44.57,830.2,0.58,vegetative,29,1,1
55.14,15.23,6.19,2.55,28.05,61.82,1307.0,0.53,flowering,67,1,2
34.63,27.77,6.7,4.01,30.06,94.71,358.4,0.43,seedling,41,1,0
88.68,26.6,6.35,1.82,30.91,65.89,841.9,2.35,fruiting,60,0,3
38.01,26.45,5.74,1.93,41.72,79.01,1438.8,0.53,vegetative,28,1,1
34.99,14.1,7.01,3.07,26.09,67.91,798.5,0.26,vegetative,46,1,1
94.26,14.99,7.9,2.7,41.01,46.54,888.5,0.59,seedling,66,0,0
68.2,16.7,6.0,3.63,26.8,75.78,1076.9,2.14,vegetative,26,0,1
86.83,33.93,5.67,2.1,26.06,95.76,517.1,2.04,vegetative,55,0,1
47.72,31.56,6.12,2.59,16.84,50.33,1448.6,2.25,fruiting,40,1,3
65.66,23.67,6.56,4.49,18.65,78.5,775.2,0.51,vegetative,26,0,1
88.96,37.8,5.62,1.92,33.07,67.58,802.1,1.02,flowering,21,0,2
60.66,27.28,6.71,1.34,35.04,41.44,725.8,1.99,flowering,6,1,2
51.49,31.87,6.24,1.28,28.86,47.44,828.6,0.93,fruiting,17,1,3
75.11,18.39,5.96,2.16,39.52,53.83,409.6,0.93,seedling,3,0,0
41.34,25.32,5.27,3.0,29.86,63.22,925.7,2.26,vegetative,45,1,1
62.14,16.92,6.76,1.76,31.93,86.08,1034.0,0.88,vegetative,42,1,1
41.75,20.45,5.6,1.49,23.27,71.64,1005.6,1.18,flowering,48,1,2
41.53,31.35,7.32,3.36,30.63,40.83,732.5,1.59,vegetative,40,1,1
73.48,33.17,7.8,0.58,19.15,90.51,850.2,1.5,fruiting,2,0,3
83.05,14.45,7.21,1.33,18.59,76.39,683.7,0.33,seedling,11,0,0
44.34,17.32,7.58,2.5,33.22,53.63,1209.6,1.95,vegetative,56,1,1
90.56,28.89,7.41,0.83,25.42,61.31,1363.5,0.55,vegetative,20,0,1
55.58,17.14,7.02,3.42,30.53,51.79,905.3,0.92,vegetative,64,1,1
71.34,23.56,5.02,2.59,39.88,86.29,1290.3,2.03,vegetative,35,0,1
85.0,18.39,7.87,2.01,24.16,43.56,883.4,0.45,vegetative,42,0,1
65.49,36.23,7.61,3.64,22.39,91.97,417.0,2.16,vegetative,55,0,1
62.54,29.5,6.53,0.98,23.43,85.74,1333.7,0.52,fruiting,21,1,3
74.37,19.65,7.83,3.99,22.81,84.64,1263.9,2.47,flowering,56,0,2
72.04,29.0,6.92,1.73,38.21,94.69,561.3,0.4,vegetative,42,0,1
65.68,18.54,7.16,2.54,31.32,66.27,1294.5,2.11,fruiting,62,1,3
56.14,25.25,7.12,4.19,18.83,57.34,467.1,1.61,vegetative,27,1,1
74.15,29.15,5.81,1.5,40.44,57.0,1230.6,1.1,seedling,13,0,0
93.43,22.86,6.07,1.88,29.05,65.12,1355.9,1.36,flowering,38,0,2
34.1,23.52,6.42,2.31,38.47,70.21,861.6,1.14,fruiting,16,1,3
85.46,30.17,5.41,1.61,16.24,93.06,1093.0,1.92,vegetative,69,0,1
46.87,14.04,6.13,2.78,27.93,89.14,426.5,1.47,flowering,22,1,2
83.44,32.07,7.2,4.0,34.52,53.21,1146.7,0.91,vegetative,27,0,1
54.36,28.91,7.16,0.94,15.96,96.68,579.3,0.32,vegetative,56,1,1
70.6,15.95,6.36,3.46,33.54,86.46,1352.9,1.98,fruiting,30,0,3
80.57,25.06,7.97,2.43,41.65,83.01,598.3,1.44,fruiting,52,0,3
86.09,20.41,6.6,3.94,23.8,94.38,446.3,0.24,fruiting,27,0,3
30.04,21.39,5.72,1.43,16.84,50.67,966.7,0.87,vegetative,30,1,1
58.51,37.46,7.42,3.45,29.5,87.88,707.2,1.83,fruiting,38,1,3
50.83,17.94,7.35,0.99,32.14,47.06,384.6,2.29,vegetative,52,1,1
86.2,16.85,5.52,2.41,34.92,47.92,828.1,1.31,vegetative,65,0,1
84.37,26.06,5.04,3.71,41.48,74.54,904.5,2.22,fruiting,16,0,3
40.39,30.59,5.5,1.74,28.59,85.4,1187.4,1.68,vegetative,58,1,1
35.68,23.06,6.24,0.66,22.4,94.47,1444.4,1.01,seedling,55,1,0
55.49,36.75,5.42,3.55,17.93,95.93,757.9,1.98,vegetative,67,1,1
42.48,17.5,7.81,4.17,38.96,75.65,1269.9,0.36,vegetative,14,1,1
73.64,36.23,6.86,3.8,33.6,71.46,590.2,1.18,fruiting,42,0,3
66.69,36.39,6.76,2.6,35.5,80.62,531.8,1.28,flowering,36,1,2
63.62,23.91,5.6,2.15,16.95,72.82,1324.4,1.87,vegetative,38,0,1
43.14,27.09,5.62,2.68,21.25,88.39,776.7,0.76,fruiting,68,1,3
90.19,17.88,7.9,1.32,35.02,71.16,1361.4,1.47,flowering,18,0,2
77.38,21.24,6.8,1.31,39.04,46.55,304.6,1.35,flowering,47,0,2
87.26,15.19,5.77,2.36,21.13,82.4,1403.0,1.17,vegetative,49,0,1
58.92,25.74,6.05,4.14,30.36,83.44,1274.2,0.99,vegetative,55,1,1
84.14,37.66,7.37,2.91,24.16,71.04,349.3,1.91,vegetative,25,0,1
56.12,30.17,6.35,3.5,24.64,76.18,523.7,1.92,flowering,33,1,2
78.66,25.58,5.65,4.37,34.31,94.56,812.5,1.29,fruiting,44,0,3
64.82,28.84,7.04,3.17,28.8,64.44,364.5,0.25,vegetative,23,0,1
55.2,17.32,7.21,3.93,40.35,68.06,1141.0,2.17,vegetative,34,1,1
90.89,26.38,6.49,1.21,17.92,88.0,1037.0,0.95,vegetative,48,0,1
67.95,18.97,7.55,0.84,24.61,78.78,628.9,2.1,fruiting,53,0,3
64.8,29.25,5.59,1.35,16.12,58.36,971.7,2.17,fruiting,35,1,3
49.91,20.36,7.09,1.27,17.5,70.34,1286.0,0.43,fruiting,1,1,3
66.69,28.41,5.5,2.02,31.66,95.28,1173.2,2.32,fruiting,6,0,3
42.48,30.0,6.87,2.91,28.22,70.13,701.3,1.39,vegetative,8,1,1
80.34,23.25,6.52,3.92,35.25,85.89,464.2,0.36,fruiting,7,0,3
48.71,31.39,7.51,3.95,23.53,88.58,349.1,0.31,flowering,38,1,2
61.53,16.05,7.92,2.57,31.58,53.49,880.2,1.19,seedling,57,1,0
59.69,34.3,5.34,1.52,37.36,61.55,1477.4,1.27,fruiting,57,1,3
33.43,34.02,5.35,0.68,26.82,88.11,614.9,1.17,seedling,35,1,0
85.95,22.31,6.96,1.9,31.66,90.43,577.6,1.13,fruiting,66,0,3
93.05,34.76,6.8,3.3,22.7,75.95,846.8,1.31,fruiting,54,0,3
41.03,16.3,6.26,0.95,19.64,71.2,497.5,0.35,vegetative,3,1,1
85.38,27.42,6.54,0.9,15.43,94.93,752.4,1.59,seedling,7,0,0
90.62,27.82,5.38,2.83,35.69,63.17,1355.8,1.69,fruiting,41,0,3
38.53,21.43,5.61,4.14,35.53,78.55,661.2,0.62,fruiting,65,1,3
43.59,30.7,7.83,4.48,27.16,54.39,831.4,2.15,vegetative,16,1,1
52.22,37.66,7.52,3.73,23.58,40.5,758.6,0.89,seedling,9,1,0
64.99,35.92,6.16,3.82,18.61,93.32,1201.7,2.37,fruiting,42,0,3
57.86,29.08,5.65,3.01,39.94,96.86,338.9,0.74,vegetative,54,1,1
48.38,21.31,7.95,3.07,34.38,95.67,752.6,2.04,vegetative,61,1,1
85.28,31.78,6.63,3.11,22.4,73.8,887.1,0.51,vegetative,28,0,1
44.84,15.4,5.9,2.4,19.54,60.22,780.0,0.33,flowering,42,1,2
73.81,14.4,6.02,3.68,17.09,56.09,1002.4,0.79,fruiting,31,0,3
78.77,21.46,6.54,3.93,27.61,60.5,943.4,1.85,vegetative,64,0,1
49.17,25.41,7.27,3.26,38.32,96.82,812.2,0.46,seedling,68,1,0
87.05,18.9,7.48,2.73,16.47,95.4,915.1,0.87,flowering,19,0,2
49.82,18.62,5.39,1.69,36.06,66.88,573.0,0.58,vegetative,34,1,1
83.34,14.17,6.37,1.82,16.42,65.66,605.7,1.01,fruiting,21,0,3
36.29,31.29,5.85,1.24,16.06,41.25,1229.4,0.51,flowering,61,1,2
90.83,24.97,5.87,2.75,18.02,74.74,982.1,2.02,fruiting,10,0,3
63.13,35.81,7.36,2.45,40.53,43.26,1417.2,0.32,flowering,25,1,2
92.33,17.43,6.74,1.63,22.53,63.08,1498.6,0.33,flowering,40,0,2
40.04,24.55,6.53,1.54,23.54,44.96,663.9,2.42,fruiting,66,1,3
90.95,30.31,6.71,2.94,40.44,84.93,328.8,1.43,fruiting,19,0,3
77.66,37.89,5.86,2.65,29.4,63.12,503.0,2.45,fruiting,68,0,3
69.21,19.45,6.63,3.28,28.91,96.45,1033.6,1.05,fruiting,23,0,3
54.99,22.33,6.3,3.63,28.07,85.26,991.8,0.99,fruiting,65,1,3
42.19,32.01,5.71,1.07,20.01,50.38,915.4,2.14,seedling,18,1,0
72.53,34.94,5.73,2.3,40.0,77.62,766.5,0.5,vegetative,9,0,1
86.36,19.86,7.9,4.33,21.69,59.84,1374.7,2.42,vegetative,66,0,1
64.2,30.51,5.82,3.45,16.39,42.81,763.5,1.01,vegetative,12,0,1
91.65,31.07,5.02,3.56,28.88,84.42,927.0,1.67,fruiting,62,0,3
30.18,34.4,6.14,2.48,15.21,68.05,1483.8,0.84,vegetative,15,1,1
31.97,34.25,6.38,1.37,18.61,94.34,387.2,0.66,vegetative,7,1,1
46.51,35.06,5.27,3.36,22.32,83.34,1166.9,0.22,flowering,21,1,2
55.41,37.43,7.86,3.7,21.52,43.88,680.3,0.81,flowering,40,1,2
35.95,31.92,5.04,3.08,19.94,53.25,1062.8,2.48,fruiting,66,1,3
51.41,30.64,7.3,1.72,36.91,56.75,835.6,1.87,fruiting,39,1,3
33.42,16.51,6.71,2.63,27.37,62.62,817.5,1.51,seedling,5,1,0
63.69,31.33,5.52,2.69,34.29,65.34,332.5,1.23,vegetative,41,1,1
38.1,29.66,5.16,2.28,29.96,56.98,846.1,0.58,vegetative,38,1,1
82.52,32.43,5.34,3.08,37.53,72.91,1075.7,1.25,flowering,18,0,2
71.53,15.95,6.31,1.67,29.73,47.6,1130.0,2.03,vegetative,54,0,1
68.03,25.73,6.57,3.17,22.21,91.91,822.8,0.5,fruiting,61,0,3
34.89,16.7,5.15,1.53,18.66,54.82,762.1,2.37,flowering,15,1,2
59.51,26.17,6.72,4.23,38.17,49.72,824.1,1.27,fruiting,29,1,3
90.49,14.59,7.09,3.4,37.58,95.54,1470.7,0.35,fruiting,65,0,3
63.42,26.94,5.77,3.57,35.3,73.54,555.2,0.42,seedling,64,0,0
83.63,34.6,6.39,3.64,40.57,55.68,777.6,2.34,vegetative,49,0,1
93.77,29.88,7.45,3.5,33.89,57.5,368.5,0.99,fruiting,16,0,3
32.59,28.34,7.61,4.06,27.12,66.18,392.4,1.74,fruiting,58,1,3
67.23,17.29,7.81,1.91,27.05,78.28,700.7,0.78,flowering,64,0,2
76.85,26.34,6.82,3.03,29.23,73.2,1120.5,1.93,fruiting,36,0,3
42.24,18.42,5.17,2.85,37.69,41.0,358.8,1.52,fruiting,29,1,3
77.79,29.02,6.74,3.47,33.23,51.74,723.0,0.49,seedling,25,0,0
79.35,28.87,5.23,2.55,24.27,58.73,1022.7,0.94,fruiting,58,0,3
75.71,34.03,5.17,3.49,37.97,56.31,1068.5,0.92,fruiting,3,0,3
76.29,18.22,5.71,2.48,39.7,52.07,473.1,1.95,flowering,16,0,2
78.99,20.08,7.69,2.8,24.47,87.46,892.1,2.3,fruiting,13,0,3
93.97,21.01,5.88,1.92,30.24,54.38,1398.3,0.81,fruiting,48,0,3
72.68,35.77,5.51,4.37,27.23,93.91,1112.2,0.89,vegetative,30,0,1
36.05,17.45,5.31,2.19,36.48,48.06,456.4,1.68,vegetative,53,1,1
65.42,16.08,5.71,1.16,18.36,60.86,575.3,0.7,seedling,47,0,0
47.3,14.94,6.37,4.06,30.38,87.45,1489.9,0.58,fruiting,14,1,3
93.7,37.65,7.06,1.47,36.56,46.1,1236.8,2.29,vegetative,12,0,1
61.8,19.23,5.23,2.79,17.66,65.61,1428.6,2.39,vegetative,49,0,1
46.43,15.61,5.8,4.15,32.1,81.1,608.6,1.85,seedling,4,1,0
70.74,17.51,7.47,1.44,32.61,63.1,1015.3,0.45,seedling,58,0,0
47.53,33.67,8.0,1.35,22.16,77.78,1458.5,2.31,flowering,5,1,2
38.82,37.46,7.89,1.15,23.08,45.71,626.1,2.08,vegetative,30,1,1
36.01,23.59,6.26,2.56,34.14,91.65,465.3,0.33,seedling,41,1,0
72.77,31.46,7.36,1.47,23.26,67.54,375.8,1.61,fruiting,34,0,3
71.42,15.7,6.08,2.64,41.9,67.05,1279.3,1.19,fruiting,58,0,3
87.92,33.53,7.14,1.5,39.58,48.8,1052.1,0.27,flowering,53,0,2
45.37,19.08,7.21,1.78,28.66,49.26,1451.7,2.16,fruiting,5,1,3
52.32,14.46,7.07,4.28,32.07,64.81,930.2,0.66,fruiting,60,1,3
76.67,24.62,7.2,1.43,36.95,73.54,552.9,0.74,flowering,69,0,2
67.58,28.34,7.22,0.62,29.61,43.02,1141.4,0.33,fruiting,39,0,3
62.98,24.6,5.39,1.66,38.46,91.55,300.9,1.57,fruiting,17,1,3
60.16,19.9,7.74,1.84,40.71,70.38,1057.9,1.45,seedling,50,1,0
90.45,25.01,5.54,1.71,16.37,66.69,1323.8,2.35,fruiting,35,0,3
63.62,16.02,7.95,3.17,22.71,73.39,431.4,2.42,vegetative,5,0,1
92.69,20.95,6.44,4.39,15.13,63.52,420.5,1.37,seedling,48,0,0
44.35,26.8,7.99,3.7,37.83,76.21,349.9,0.68,fruiting,49,1,3
92.76,22.2,6.02,0.53,33.37,87.05,475.9,0.57,fruiting,25,0,3
32.05,16.92,6.9,4.1,31.84,47.64,438.9,2.14,seedling,44,1,0
61.45,35.54,7.72,0.85,40.29,87.06,1249.6,0.66,fruiting,30,1,3
39.61,36.58,5.55,2.77,25.18,95.0,628.3,1.12,fruiting,60,1,3
32.9,17.43,5.04,2.77,40.17,77.96,1287.2,0.23,flowering,20,1,2
62.43,15.73,7.05,2.51,35.66,67.66,479.3,1.69,vegetative,13,1,1
43.85,28.59,5.25,3.07,35.59,73.34,619.5,0.27,seedling,53,1,0
90.74,18.96,7.21,3.97,29.06,78.15,1278.0,0.8,vegetative,39,0,1
92.6,36.02,7.29,0.82,27.08,45.81,319.1,1.62,fruiting,15,0,3
45.19,29.34,5.71,3.35,38.59,47.23,1339.9,1.57,seedling,16,1,0
59.33,16.81,6.36,3.91,30.7,44.5,530.0,1.29,vegetative,58,1,1
64.82,23.46,7.54,2.47,27.74,67.95,1316.1,2.11,vegetative,33,0,1
90.75,31.43,7.75,4.13,31.32,70.08,968.9,2.45,fruiting,11,0,3
49.83,18.05,6.38,1.73,15.95,58.42,952.9,1.47,vegetative,21,1,1
92.76,23.06,5.77,1.47,27.36,83.29,547.2,1.83,seedling,3,0,0
61.8,20.87,7.17,4.28,39.76,73.26,855.1,2.08,fruiting,46,0,3
83.36,24.29,5.57,1.63,22.22,69.59,581.2,0.48,seedling,63,0,0
93.47,23.03,7.77,2.68,22.28,80.04,1090.7,2.47,vegetative,30,0,1
37.39,14.09,8.0,3.71,36.24,69.05,660.1,0.55,vegetative,37,1,1
79.16,26.95,5.23,0.57,17.76,63.4,1419.8,1.67,fruiting,28,0,3
53.51,16.6,7.63,3.63,19.54,69.2,884.8,1.64,fruiting,63,1,3
73.72,18.16,7.17,2.52,33.36,51.56,1194.8,2.49,fruiting,21,0,3
40.06,21.23,5.75,1.99,21.88,67.87,788.9,2.47,seedling,58,1,0
49.67,25.04,5.84,1.98,19.31,90.48,312.0,2.23,flowering,66,1,2
50.72,28.24,5.63,0.97,41.19,41.25,1263.2,2.01,vegetative,6,1,1
46.69,16.22,5.3,1.3,42.0,40.12,1066.4,0.52,fruiting,57,1,3
92.08,28.66,5.0,4.08,29.09,54.97,1220.7,2.33,flowering,24,0,2
74.32,35.33,7.08,1.47,40.15,45.98,621.5,1.4,flowering,26,0,2
39.84,33.16,7.12,1.26,24.9,46.03,1053.8,0.48,fruiting,25,1,3
67.61,35.87,6.66,1.2,25.22,88.06,1073.1,1.7,fruiting,7,0,3
73.28,19.17,5.66,3.42,28.51,63.66,503.0,0.63,seedling,25,0,0
60.15,18.18,6.01,0.57,25.81,71.34,1043.5,1.73,fruiting,33,1,3
87.38,25.35,6.56,1.26,27.48,91.47,361.0,2.19,vegetative,2,0,1
90.34,15.58,6.65,2.86,32.62,54.57,737.5,2.14,vegetative,19,0,1
63.08,15.5,6.15,2.28,18.82,45.84,942.6,0.4,vegetative,35,0,1
92.69,31.23,7.98,3.29,22.93,78.31,1142.6,1.05,seedling,48,0,0
58.77,25.65,7.33,2.03,26.96,61.44,740.8,1.41,fruiting,17,1,3
87.76,25.61,7.19,1.77,24.24,51.08,974.3,0.92,seedling,6,0,0
70.18,26.23,6.64,1.94,17.2,51.02,1440.9,1.14,flowering,25,0,2
45.44,37.49,6.16,1.57,26.38,45.38,450.8,1.15,fruiting,30,1,3
73.21,16.53,7.02,3.04,36.76,87.04,1341.8,1.15,fruiting,58,0,3
76.13,14.18,6.55,0.65,30.37,92.48,1462.1,1.44,flowering,55,0,2
43.59,34.36,7.72,2.67,31.99,54.64,1261.0,1.65,flowering,33,1,2
83.96,29.94,6.02,4.24,39.63,51.93,347.3,1.91,fruiting,54,0,3
