hour,soil_moisture,soil_temp,soil_ph,soil_ec,air_temp,humidity,co2_ppm,vpd_kpa,growth_stage_encoded,days_since_transplant,scenario,rf_pred,rf_confidence,xgb_pred,xgb_confidence,lstm_pred,ensemble_pred,ensemble_confidence,anomaly_detected,anomaly_injected
60,24.077439292484815,35.79598222572649,6.417169370721439,2.6930412902547296,40.676542662710794,44.02188993604711,813.3246130016819,1.8120544648588401,3,32,Drought Stress,1,0.985,1,0.9998,1,1,0.9947,0,
61,23.19391076295818,36.21896712205251,6.423770010613772,2.625176911731479,40.601622462870985,41.41262756666526,824.2774435935507,1.7074153862345323,3,32,Drought Stress,1,0.985,1,0.9998,1,1,0.9947,0,
62,22.450413685091625,36.412545471680986,6.402027709975839,2.636912817062242,40.085333285250854,45.520411971574525,802.4767439583547,1.7550354579806942,3,32,Drought Stress,1,0.99,1,0.9998,1,1,0.9964,0,
63,21.397141043069464,36.503699223157284,6.410248857910829,2.6270212168407996,40.51031957947481,45.380355616274144,786.2128504249486,1.7747846853191842,3,32,Drought Stress,1,0.985,1,0.9998,1,1,0.9947,0,
64,20.46447444763428,37.008911006190026,6.441181904935645,2.7600239732034426,40.57578071910578,44.674651295300905,772.3186458575575,1.5959465780667828,3,32,Drought Stress,1,0.9842,1,0.9998,1,1,0.9944,0,
65,19.71109539180968,34.07711165247872,6.447213645024086,2.7431058018334555,38.72540310732916,47.35197206622016,792.451823705255,1.7169154817793861,3,32,Drought Stress,1,0.995,1,0.9998,1,1,0.9982,0,
66,18.88143225399081,34.10916833650889,6.469533652882345,2.6850898236307246,38.28080203744682,46.273061922552344,801.5580179341405,1.7597628293452527,3,32,Drought Stress,1,0.99,1,0.9998,1,1,0.9964,0,
67,18.0,33.22260933564056,6.447419199585976,2.738729833544287,37.86087032405162,46.21630532898311,794.726552971456,1.758564607249746,3,32,Drought Stress,1,0.99,1,0.9998,1,1,0.9964,0,
68,18.0,32.91708079423847,6.46407618124276,2.774379888840846,36.20916688008439,44.814667863492254,822.7188736171477,1.8029508984294795,3,32,Drought Stress,1,0.99,1,0.9998,1,1,0.9964,0,
69,18.0,32.236564003674935,6.47158039689846,3.008464598205225,34.98169190643197,43.87784464764559,843.1996352339464,1.7466270042433125,3,32,Drought Stress,1,0.995,1,0.9998,1,1,0.9982,0,
70,18.0,33.09008645861,6.4361881869921165,3.1347161878835186,34.256436603600754,47.89324325428643,852.8135848504602,1.8341815646608262,3,32,Drought Stress,1,0.995,1,0.9998,1,1,0.9982,0,
71,18.0,32.43569151461965,6.424338547048551,3.122484868087134,33.48549760990644,50.65720196546885,850.6434717376054,1.8051279711427397,3,32,Drought Stress,1,1.0,1,0.9998,1,1,0.9999,0,
0,74.0,25.560084040508652,6.366678152994447,1.7692374773944235,26.09692298529948,73.26034981044324,845.4837120247463,0.8,3,30,Sensor Anomaly,0,0.0108,0,0.0008,0,0,0.0065,0,0.0
1,73.5843920643767,26.404022199087514,6.378231502501347,1.8661951795396345,25.962538952115437,72.48639045531873,843.52940908203,0.8444723857412852,3,30,Sensor Anomaly,0,0.0108,0,0.0008,0,0,0.0069,0,0.0
2,72.94715224107945,25.559433859575833,6.320848713278171,1.8624006618022728,25.103820893873664,72.95763944028187,850.4590008468501,0.8164862913074301,3,30,Sensor Anomaly,0,0.0345,0,0.0008,0,0,0.0154,0,0.0
3,72.79069453354822,25.939433580597832,6.2764747586097025,1.9398355606078455,25.0,74.48561976948628,862.6450656565747,0.8,3,30,Sensor Anomaly,0,0.02,0,0.0007,0,0,0.0104,0,0.0
4,72.41810631448617,25.01865228429127,6.260707533234096,1.9156055897443718,25.0,74.94977318238607,855.6825876107622,0.8,3,30,Sensor Anomaly,0,0.02,0,0.0007,0,0,0.0107,0,0.0
5,72.11718737936161,24.79359373327533,6.269053666698502,1.8193292937240813,25.980935386076737,74.02641278784728,852.5377838918973,0.8,3,30,Sensor Anomaly,0,0.02,0,0.0008,0,0,0.012,0,0.0
6,71.76532079253087,26.019182996150988,6.277512089329577,1.8714103840039327,27.43090337734838,70.86125481890559,850.2234415269452,0.8154471840365736,3,30,Sensor Anomaly,0,0.0337,0,0.0007,0,0,0.0188,0,0.0
7,71.49369415560695,27.089947275571287,6.293026128044774,1.8112661558209588,29.183557455082205,66.68587265181476,847.1456357893713,0.8,3,30,Sensor Anomaly,0,0.019,0,0.0009,0,0,0.0188,0,0.0
8,71.45544704462276,28.04098894525666,6.313457824943803,1.835813000614921,30.18039464271553,66.57666026045176,820.7959451507817,0.8946693147987776,3,30,Sensor Anomaly,0,0.0236,0,0.0024,0,0,0.0237,0,0.0
9,71.21356305504501,30.33286307077108,6.306156396037227,1.904256686099819,32.911712883352216,63.145473516585724,816.4461083205314,0.8719009507791088,3,30,Sensor Anomaly,0,0.0471,0,0.0053,0,0,0.0528,0,0.0
10,70.89169415796488,31.950852348132955,6.329768727659689,1.9267473051733641,35.01774120904936,63.18343319767552,804.8638443870107,0.9845809276609221,3,30,Sensor Anomaly,0,0.0411,0,0.0054,0,0,0.0799,0,0.0
11,70.38728939231447,32.27122704787029,6.3669353425887865,1.9181119575157697,35.90925188565679,62.54001316483475,787.4074449790203,1.0870020821402497,3,30,Sensor Anomaly,0,0.0865,0,0.0047,0,0,0.1251,0,0.0
12,69.75231354033475,31.92404395969354,6.38420334675797,1.8188284442803164,36.25490787985441,60.41773707010529,773.1635022476538,1.3272653857331074,3,30,Sensor Anomaly,0,0.3968,1,0.8127,0,1,0.5867,0,0.0
13,69.35259990618817,31.609114721633198,6.41729355412266,1.811594711542033,36.55650654148971,60.802293146175174,769.2105794282173,1.4127917792845572,3,30,Sensor Anomaly,1,0.5377,1,0.9687,1,1,0.7168,0,0.0
14,69.04234880150419,31.838029213698903,6.473506946442645,1.7594607384989984,36.186824315040575,62.44340071073924,757.7422067916581,1.4511575084319903,3,30,Sensor Anomaly,1,0.5506,1,0.9729,1,1,0.7338,0,0.0
15,69.0962807215496,33.18339443415936,6.434310238722914,1.8582938880742275,36.20675783381898,62.381494415317405,745.3701509138083,1.4363812890759347,3,30,Sensor Anomaly,1,0.5556,1,0.973,1,1,0.7256,0,0.0
16,68.83021173293139,32.430416391752836,6.478729621330589,1.8811215304262239,35.26548661410004,61.19492380783032,759.207802726483,1.3543199858821877,3,30,Sensor Anomaly,1,0.5345,1,0.9733,1,1,0.7179,0,0.0
17,68.7366844247513,31.373377357010146,6.4239972864204,1.9177883642157114,35.00940129808679,62.01850675697486,782.3482506578325,1.264288555496333,3,30,Sensor Anomaly,1,0.544,1,0.9715,1,1,0.7205,0,0.0
18,68.35850729606412,30.423406699687643,6.415940442570451,1.9616018789204794,33.539751122418664,63.846123244887316,789.7845187597264,1.1530132715220496,3,30,Sensor Anomaly,1,0.5488,1,0.972,1,1,0.7163,0,0.0
19,67.85610427955963,30.01947268421165,6.445326723770102,1.9494026055818616,31.926782902635686,66.55266133927088,811.775527503026,1.1338847511307246,3,30,Sensor Anomaly,0,0.4374,1,0.9424,1,1,0.6637,0,0.0
20,67.39907646135791,29.990811875324383,6.479154454593159,1.8830477246681467,31.75055821940704,67.5528618107972,816.3051693825166,1.1346690809855482,3,30,Sensor Anomaly,0,0.4896,1,0.8827,1,1,0.6819,0,0.0
21,67.00855938940705,27.593724106666656,6.48216367810294,1.856668851096626,29.43398238046297,66.81552775608289,814.4142672864587,1.0024369958523722,3,30,Sensor Anomaly,0,0.1589,0,0.0217,1,0,0.2092,0,0.0
22,67.21028791322642,26.013394524920926,6.485121209056143,1.836710456432232,26.74567783345736,67.83775856486078,807.9089103562258,0.904254459248548,3,30,Sensor Anomaly,0,0.0809,0,0.0144,0,0,0.1286,0,0.0
23,66.82715224149669,26.076873558509345,6.507708194218463,1.7829265916578798,26.107291985606867,69.69181676204317,813.365047123432,0.8766601001605187,3,30,Sensor Anomaly,0,0.1104,0,0.0176,0,0,0.1526,0,0.0
24,66.78485008224396,25.909731690074892,6.483968172766505,1.7959557604020713,25.0,67.01451122247346,847.6767169715029,0.9031371521380169,3,31,Sensor Anomaly,0,0.1209,0,0.0166,0,0,0.1396,0,0.0
25,66.39426464662657,24.446638150784533,6.485960195890001,1.7429504185655522,25.0,69.25314902609541,850.3924833877228,0.9335404368072828,3,31,Sensor Anomaly,0,0.2208,0,0.0661,0,0,0.215,0,0.0
26,66.37057924920143,24.399466344367355,6.441614666750472,1.7652266057454917,25.0,67.72413003759506,829.7880643931276,1.0131258288421785,3,31,Sensor Anomaly,0,0.2742,0,0.0602,0,0,0.2305,0,0.0
27,66.23708079534406,25.011524380949062,6.379922270340613,1.755894033557786,25.061080884819145,67.3572977232542,835.9612437917585,0.9930929263290336,3,31,Sensor Anomaly,0,0.2746,0,0.0585,0,0,0.2381,0,0.0
28,97.5,26.801577853135193,6.3139427947507905,1.766208768518914,25.70368632120236,70.30571165888395,832.5155566445615,1.004313189493858,3,31,Sensor Anomaly,0,0.0058,0,0.0008,0,0,0.0024,0,1.0
29,65.7715342787665,26.908238867821392,6.385653148697381,1.9331863910930993,25.054617656153788,70.42984714820443,825.4091346686732,1.0701057564070453,3,31,Sensor Anomaly,0,0.2829,0,0.0565,1,0,0.2522,0,0.0
30,65.41326712053112,27.17020099091083,6.411088642785386,1.8719456836817203,27.16370239368665,67.9751711819855,814.369618955249,1.0145116739443378,3,31,Sensor Anomaly,0,0.2892,0,0.076,1,0,0.3126,0,0.0
31,65.25940628083987,28.988123962461138,6.390733926628728,1.9116227739829101,29.134409998457222,66.98048363894672,799.9486135919177,1.101507954572898,3,31,Sensor Anomaly,0,0.3646,0,0.1998,1,0,0.4114,0,0.0
32,64.91972759421115,28.917199503273064,6.3716107709599905,1.8063593931798627,29.835248820069037,66.11139353950105,792.2904236464249,1.1438615108722825,3,31,Sensor Anomaly,1,0.5104,1,0.5082,1,1,0.603,0,0.0
33,64.3990233767416,30.914519863441193,6.359474786359258,1.8365488502109768,33.197883089512025,62.13438826538036,764.8588954587857,1.2474560682951115,3,31,Sensor Anomaly,1,0.8698,1,0.9993,1,1,0.9421,0,0.0
34,73.43204737590685,30.840365981396506,6.3293403810448305,1.8839612555589227,33.512193873810844,62.65556164987486,751.2460788682995,1.2755643040874245,3,31,Sensor Anomaly,0,0.0108,0,0.0046,0,0,0.0144,0,0.0
35,73.46951450167192,31.075915899076353,6.3172600710682545,1.8805588164727867,33.54389068962604,66.95401526097362,750.7927286978613,1.311794795675242,3,31,Sensor Anomaly,0,0.0125,0,0.0045,0,0,0.0145,0,0.0
36,73.22363596531589,32.115116116583685,6.3226473752506145,1.8562578652551835,33.48460738384024,67.82899562101179,764.7768076678932,1.295469373523438,3,31,Sensor Anomaly,0,0.0125,0,0.0049,0,0,0.0161,0,0.0
37,72.91164822051621,31.997949330616343,6.3758916431066,1.876773985206396,34.78250994721289,66.455445439927,771.976596971161,1.3977519183620712,3,31,Sensor Anomaly,0,0.0192,0,0.0045,0,0,0.022,0,0.0
38,72.67274630257253,33.12815135274843,6.391724127366181,1.9295328276968986,35.75839323302317,65.06490798115856,797.4605213180026,1.4296262411435186,3,31,Sensor Anomaly,0,0.0217,0,0.0045,0,0,0.0275,0,0.0
39,72.63423175432668,33.27919249561047,6.3413856167282825,2.060526992538104,36.21436207340197,65.31529087495188,810.4588076154073,1.4346321830724897,3,31,Sensor Anomaly,0,0.0067,0,0.0041,0,0,0.0211,0,0.0
40,72.38416836197499,33.18832097862308,6.3935105778814085,1.9176904718226402,35.492486578058,66.00948263247257,782.5642893401639,1.3175466940720075,3,31,Sensor Anomaly,0,0.0217,0,0.0046,0,0,0.0324,0,0.0
41,72.01942411179122,32.5715540164163,6.423221923946213,1.9136481770841702,34.069850502126556,64.29669152248,796.5800095331819,1.2573016523458178,3,31,Sensor Anomaly,0,0.0317,0,0.0051,0,0,0.0349,0,0.0
42,71.96036720571851,31.98654506630793,6.422199356951207,1.9717774645183055,33.78933101058543,65.0891261126663,816.6010116484259,1.267966848908345,3,31,Sensor Anomaly,0,0.0267,0,0.0049,0,0,0.0304,0,0.0
43,71.7826586836943,30.832153823859205,6.417835294218248,1.9806427157468718,31.682476214567725,66.29811863114838,825.0900574361115,1.2739654374297635,3,31,Sensor Anomaly,0,0.0386,0,0.0022,0,0,0.0274,0,0.0
44,71.84471475757654,29.867848819065202,6.428937641970467,2.036878561940063,29.386890564619513,71.07835979999244,807.0427245121247,1.2088570349222811,3,31,Sensor Anomaly,0,0.025,0,0.0007,0,0,0.0171,0,0.0
45,71.63656553716335,28.6883205247527,6.426209116413351,2.0620221047434195,4.8,98.0,815.8107526479123,1.051257930855869,3,31,Sensor Anomaly,0,0.0396,0,0.0006,0,0,0.0146,1,1.0
46,71.15712962018125,28.588401714207645,6.3944194438448445,2.0042373920596317,28.067763829750717,72.20872412744208,818.2623072783186,1.005405455871093,3,31,Sensor Anomaly,0,0.0158,0,0.0007,0,0,0.0152,0,0.0
47,70.65603972478988,27.925105211170386,6.456632372394486,1.9592267824823395,27.18225694278041,69.4081548264286,836.8643217643202,0.9753292862190899,3,31,Sensor Anomaly,0,0.0158,0,0.0007,0,0,0.0169,0,0.0
48,70.76327117956279,28.288555491949342,6.471790734738332,1.8423563148355988,26.61926645916737,70.1409739581069,861.3183276483323,0.8485954622283988,3,32,Sensor Anomaly,0,0.0158,0,0.0008,0,0,0.0167,0,0.0
49,70.895107049172,25.63393236997907,6.466547697959069,1.788593739426503,25.36215931843173,69.32584137335887,872.1696433602062,0.8,3,32,Sensor Anomaly,0,0.0108,0,0.0008,0,0,0.0119,0,0.0
50,70.64920320651548,25.362720748639717,6.422734437245696,1.7493054245359119,25.0,67.92068202529944,856.4445643208651,0.8,3,32,Sensor Anomaly,0,0.025,0,0.0008,0,0,0.0174,0,0.0
51,70.3586905795146,25.354506073280152,6.380255168579878,1.870212439605388,25.484395346709082,69.5613217131461,866.4033144502273,0.8645892034630134,3,32,Sensor Anomaly,0,0.0258,0,0.0007,0,0,0.019,0,0.0
52,70.43678774430131,25.020573367278274,6.415677864531514,1.9132648226081703,25.523961707716115,67.5415956114437,860.5548405054561,0.8664229002375192,3,32,Sensor Anomaly,0,0.0258,0,0.0007,0,0,0.0184,0,0.0
53,69.99086538336319,24.750616499254164,6.421777123966597,1.8301705214961603,26.814153066178147,66.69519850243798,865.8179831408767,0.8,3,32,Sensor Anomaly,0,0.0584,0,0.0048,0,0,0.0389,0,0.0
54,69.57814726760292,25.78244258979297,6.433388395245706,1.8341610699807551,27.971588996139037,64.78966323075365,849.1624612350374,0.829949959146339,3,32,Sensor Anomaly,0,0.0701,0,0.0079,0,0,0.0573,0,0.0
55,69.46898979575793,26.30497775412474,6.390752621161987,1.8275986246396045,28.477853847847868,65.82854885825246,839.7825110954032,0.9700300749581892,3,32,Sensor Anomaly,0,0.0692,0,0.0075,0,0,0.062,0,0.0
56,69.13174777132987,27.54398029573105,6.394431671238438,1.7989194430660642,31.040124982018657,64.62690643859516,826.1161273471837,1.0233215955699844,3,32,Sensor Anomaly,0,0.36,1,0.769,0,1,0.5093,0,0.0
57,68.86824652849474,27.70707983897286,6.355546256709573,1.7516406325754643,31.55960868639124,60.00096356838525,811.1229457524256,1.0682769764587199,3,32,Sensor Anomaly,0,0.3941,1,0.732,0,1,0.5292,0,0.0
58,68.55803851028207,29.91600222407493,6.352597041698708,1.7159630411068707,33.43992981347052,61.02611861039155,0.0,1.100227379009006,3,32,Sensor Anomaly,0,0.4981,1,0.9774,1,1,0.7428,1,1.0
59,68.336547376138,30.971040635470764,6.362621107112163,1.862258857901488,34.875755487983085,59.17372524075697,0.0,1.1466891788331874,3,32,Sensor Anomaly,0,0.4893,1,0.9727,1,1,0.7555,1,1.0
60,68.31263310832087,33.179777048270545,6.417320782189431,1.7292311332994732,36.92633000998385,62.198796272214025,0.0,1.193106073142059,3,32,Sensor Anomaly,1,0.5588,1,0.9773,1,1,0.8063,1,1.0
61,68.02911398428284,34.274058952967565,6.388599666571282,1.6301635113299655,36.454513177296725,63.84589851192369,0.0,1.2668875222609233,3,32,Sensor Anomaly,1,0.5579,1,0.9773,1,1,0.8104,1,1.0
62,67.85739718574564,33.81612525157154,6.354266664262543,1.783888477132012,36.313069649073405,65.05497254506972,0.0,1.189906975833419,3,32,Sensor Anomaly,1,0.5442,1,0.9758,1,1,0.802,1,1.0
63,67.14775683479695,33.44305366952598,6.384034522401474,1.8015857295120592,36.200741342810154,59.4002748722933,774.4640752850406,1.1146291495865146,3,32,Sensor Anomaly,1,0.6654,1,0.9852,1,1,0.8489,0,0.0
64,66.84086447346607,31.98358852932518,6.412282685009179,1.783714157699844,35.89358511810721,63.48569881030589,787.5168834746535,1.0290822045655617,3,32,Sensor Anomaly,1,0.7294,1,0.9881,1,1,0.8776,0,0.0
65,66.37657816583419,30.626402084622896,6.359493460069821,1.8321933945126565,35.705031696664,63.16951373943911,770.2436030517244,1.0619393291769847,3,32,Sensor Anomaly,1,0.8098,1,0.9969,1,1,0.9127,0,0.0
66,65.84606579295199,30.14207932133916,6.389040101872341,1.7810313502501793,34.593720099685235,60.994910440243736,794.3814486626885,1.036232071736562,3,32,Sensor Anomaly,1,0.834,1,0.9978,1,1,0.9242,0,0.0
67,65.39629182500006,28.985680264966856,6.428338754926951,1.7716435448251828,33.017936820771794,63.197320997897805,790.0251583288565,0.9365519254165804,3,32,Sensor Anomaly,1,0.8248,1,0.9985,1,1,0.9213,0,0.0
68,65.06214725902524,29.235752698123424,6.410458344004219,1.664116722222728,32.164984729334,66.50378357748284,788.6056581781041,0.9708754944685913,3,32,Sensor Anomaly,1,0.8148,1,0.9984,1,1,0.9195,0,0.0
69,64.97945158240647,29.953864005798486,6.413789356597229,1.5904546945373743,31.98452313624631,62.978775820021994,820.0133543913668,0.9751528274050298,3,32,Sensor Anomaly,1,0.8182,1,0.9983,1,1,0.9216,0,0.0
70,64.47355573159182,27.716236570382513,6.437821830180038,1.7329614479010844,28.827163408343225,67.93459619940643,823.5512196742661,0.941254339401841,3,32,Sensor Anomaly,1,0.72,1,0.9517,1,1,0.8598,0,0.0
71,64.25069666485157,27.016218123382505,6.4510515757919595,1.8237659925753857,27.373170657389693,68.21494786881794,839.6748902735312,0.8704418525944572,3,32,Sensor Anomaly,1,0.6312,1,0.9565,1,1,0.8242,0,0.0
